id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
657130517248738038,https://www.airbnb.com/rooms/657130517248738038,20240506232017,2024-05-06,city scrape,Lovely Garden Apt. in Historic Brownstone,"Unwind in a newly renovated 1 bedroom/1 bath Garden floor apartment located directly across from Ten Broeck Mansion. Original architecture with an updated look gives this apartment charm. Walking distance to Capitol Rep Theater, Palace Theater and many fine eateries and bars! Conveniently located in the heart of Downtown Albany. Easy access to highway if you feel like taking a drive to Hudson or Saratoga!","Located in historic Ten Broeck Square across from the Ten Broeck Mansion. Conveniently located within close walking distance to Capital Repertory Theater, Palace Theater and Albany Distilling Company.",https://a0.muscache.com/pictures/miso/Hosting-657130517248738038/original/03b24a59-1007-4b49-9376-c196280c1021.jpeg,166246610,https://www.airbnb.com/users/show/166246610,Shawn,2018-01-06,"Albany, NY","Long Island native that is adventurous, family-oriented and ambitious in many ways. ",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/0bca5493-9e48-402c-aec0-64aa6e515f91.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0bca5493-9e48-402c-aec0-64aa6e515f91.jpg?aki_policy=profile_x_medium,Ten Broeck Triangle,2,3,"['email', 'phone']",t,t,Neighborhood highlights,THIRD WARD,,42.65795,-73.75092,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,0,"[""Heating"", ""Freezer"", ""Hangers"", ""Bed linens"", ""Dishes and silverware"", ""Rice maker"", ""Iron"", ""Wifi"", ""Paid dryer \u2013 In building"", ""Clothing storage"", ""Shampoo"", ""Body soap"", ""Fire extinguisher"", ""First aid kit"", ""Free street parking"", ""Microwave"", ""Coffee"", ""Hot water"", ""Hair dryer"", ""Toaster"", ""Kitchen"", ""Smoke alarm"", ""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Oven"", ""Coffee maker: Keurig coffee machine"", ""Conditioner"", ""Long term stays allowed"", ""Cooking basics"", ""Self check-in"", ""Essentials"", ""55 inch HDTV with Hulu, Amazon Prime Video, HBO Max, Disney+, Netflix"", ""AC - split type ductless system"", ""Wine glasses"", ""Refrigerator"", ""Stove"", ""Laundromat nearby"", ""Paid washer \u2013 In building"", ""Keypad"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Dining table"", ""Private entrance"", ""Cleaning products"", ""Shower gel""]",$101.00,4,60,4,4,1125,1125,4.0,1125.0,,t,28,58,88,268,2024-05-06,16,10,0,2022-07-30,2024-02-29,5.0,4.94,4.94,5.0,5.0,4.56,4.81,,f,1,1,0,0,0.74
658160753231817095,https://www.airbnb.com/rooms/658160753231817095,20240506232017,2024-05-06,city scrape,Lovely artist 1 bedroom apartment close to LARK,Historic artist home located walking distance to LARK,,https://a0.muscache.com/pictures/miso/Hosting-658160753231817095/original/2a6a2779-7160-4b3f-8c27-d9193b456ec4.jpeg,30920241,https://www.airbnb.com/users/show/30920241,Miri,2015-04-09,"Albany, NY","I am a Illustrator and Surface Pattern Designer from Belgium that currently lives in Upstate New York. I have a registered service dog named Bagel and we love going on road trips, hikes and paddle boarding.
I speak German, English, French, Italian and Dutch and have lived and travelled all over the world.
I love art, vintage shopping and finding great new restaurants. 
I have an artist studio in Joshua Tree.
",within a few hours,100%,100%,t,https://a0.muscache.com/im/pictures/user/067f8a3e-fda2-4d69-9447-8208267a5da7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/067f8a3e-fda2-4d69-9447-8208267a5da7.jpg?aki_policy=profile_x_medium,Park South,3,3,"['email', 'phone']",t,t,,SIXTH WARD,,42.65128,-73.7686,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Private backyard \u2013 Fully fenced"", ""Heating"", ""Freezer"", ""Hangers"", ""Bed linens"", ""Dishes and silverware"", ""Private patio or balcony"", ""32 inch HDTV with Netflix, Hulu"", ""Iron"", ""GE stainless steel gas stove"", ""Clothing storage"", ""Shampoo"", ""Body soap"", ""Fire extinguisher"", ""First aid kit"", ""Fast wifi \u2013 339 Mbps"", ""Free street parking"", ""Microwave"", ""Hot water"", ""Hair dryer"", ""Free washer \u2013 In unit"", ""Free dryer \u2013 In unit"", ""Toaster"", ""Dedicated workspace"", ""Kitchen"", ""Smoke alarm"", ""Oven"", ""Coffee maker: Keurig coffee machine"", ""Conditioner"", ""Long term stays allowed"", ""Cooking basics"", ""Central air conditioning"", ""Self check-in"", ""Essentials"", ""Wine glasses"", ""Refrigerator"", ""Baking sheet"", ""Keypad"", ""Ceiling fan"", ""Hot water kettle"", ""Single level home"", ""Ethernet connection"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Dining table"", ""Private entrance"", ""Indoor fireplace"", ""Cleaning products"", ""Shower gel""]",$86.00,30,90,30,30,1125,1125,30.0,1125.0,,t,0,5,35,35,2024-05-06,0,0,0,,,,,,,,,,,f,1,1,0,0,
658638185191740358,https://www.airbnb.com/rooms/658638185191740358,20240506232017,2024-05-06,city scrape,CHEERFULL 3 BEDROOM HOME WITH FREE PARKING.,"Forget your worries in this spacious and serene space. Located close to all major highways, hospitals, shopping and historic downtown Albany.<br />Boast 2 decks and large front porch for relaxation or entertaining. Has large park and large yard space on quiet dead-end street. Family friendly with great neighbors.<br />Close to bus line. Very spacious with all new appliances and all amenities new as well.<br />You will have a great stay in this upgraded beautiful home.",Wonderful and friendly neighbors. Quiet dead-end street beautiful park next to property<br />Big backyard and decks to relax and enjoy,https://a0.muscache.com/pictures/miso/Hosting-658638185191740358/original/6f66604d-d9ba-4229-b830-c71abeadd3a9.jpeg,466389096,https://www.airbnb.com/users/show/466389096,Patrice,2022-06-27,"Albany, NY","I am very easy going, pleasant and enjoy hosting guest from all over the world.
Enjoy meeting people. ",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/288c5f12-0809-46db-ae92-64d729fcb34b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/288c5f12-0809-46db-ae92-64d729fcb34b.jpg?aki_policy=profile_x_medium,Second Avenue,2,2,"['email', 'phone']",t,t,Neighborhood highlights,FIRST WARD,,42.6374547,-73.7716647,Entire home,Entire home/apt,4,1.0,1 bath,3,0,"[""Luggage dropoff allowed"", ""Private backyard \u2013 Fully fenced"", ""Freezer"", ""Portable air conditioning"", ""Hangers"", ""Frigidaire  refrigerator"", ""Pets allowed"", ""Bed linens"", ""Dishes and silverware"", ""Private patio or balcony"", ""Iron"", ""Wifi"", ""Amana stove"", ""First aid kit"", ""Portable fans"", ""Fire extinguisher"", ""Dishwasher"", ""Coffee maker: drip coffee maker"", ""Free street parking"", ""Radiant heating"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Microwave"", ""Hot water"", ""Hair dryer"", ""Toaster"", ""Dedicated workspace"", ""Washer"", ""Smoke alarm"", ""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Kitchen"", ""Outdoor furniture"", ""TV"", ""Long term stays allowed"", ""Self check-in"", ""Mosquito net"", ""Cooking basics"", ""Essentials"", ""Wine glasses"", ""Laundromat nearby"", ""Ceiling fan"", ""Hot water kettle"", ""Dryer"", ""Amana oven"", ""Outdoor dining area"", ""Crib"", ""Window AC unit"", ""Blender"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Dining table"", ""Housekeeping - available at extra cost"", ""Private entrance"", ""Smart lock"", ""Cleaning products"", ""Free parking on premises""]",$159.00,5,365,5,5,1125,1125,5.0,1125.0,,t,3,18,22,217,2024-05-06,5,2,0,2022-07-16,2023-09-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,2,2,0,0,0.23
662132809952482192,https://www.airbnb.com/rooms/662132809952482192,20240506232017,2024-05-06,city scrape,Beautiful 4 bedroom house Large eat in kitchen,"Take it easy at this unique and tranquil getaway. Quiet dead-end street. Wonderful and friendly neighbors. House is beautiful inside and out. Has all the amenities that you will need for your stay.. Washer and dryer provided. Lots of off street parking and 1 on the premise parking spot. Close to all major highways, hospitals, shopping centers and attractions. Hardwood flooring throughout the entire house, comfortable and clean beds. Closet space, full kitchen, air conditioning, enclosed porch.",Great neighborhood.,https://a0.muscache.com/pictures/c283b153-fb0f-4b15-bb80-f18e49caa4f1.jpg,466389096,https://www.airbnb.com/users/show/466389096,Patrice,2022-06-27,"Albany, NY","I am very easy going, pleasant and enjoy hosting guest from all over the world.
Enjoy meeting people. ",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/288c5f12-0809-46db-ae92-64d729fcb34b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/288c5f12-0809-46db-ae92-64d729fcb34b.jpg?aki_policy=profile_x_medium,Second Avenue,2,2,"['email', 'phone']",t,t,Neighborhood highlights,FIRST WARD,,42.6378819,-73.7715269,Entire home,Entire home/apt,4,1.5,1.5 baths,4,0,"[""Luggage dropoff allowed"", ""Freezer"", ""Portable air conditioning"", ""Hangers"", ""Frigidaire  refrigerator"", ""Bathtub"", ""Bed linens"", ""Books and reading material"", ""Dishes and silverware"", ""Private patio or balcony"", ""Iron"", ""Wifi"", ""GE conditioner"", ""Coffee maker: drip coffee maker"", ""First aid kit"", ""Body soap"", ""Portable fans"", ""Fire extinguisher"", ""Dishwasher"", ""Free street parking"", ""Radiant heating"", ""Board games"", ""Microwave"", ""Frigidaire  stove"", ""Coffee"", ""Hot water"", ""Hair dryer"", ""Toaster"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Smoke alarm"", ""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Kitchen"", ""Long term stays allowed"", ""Cooking basics"", ""GE oven"", ""Essentials"", ""Barbecue utensils"", ""Wine glasses"", ""Baking sheet"", ""Laundromat nearby"", ""Ceiling fan"", ""Hot water kettle"", ""Exercise equipment"", ""40 inch TV with Amazon Prime Video, Netflix, Roku, Fire TV"", ""Window AC unit"", ""Blender"", ""Carbon monoxide alarm"", ""Free dryer \u2013 In building"", ""Room-darkening shades"", ""Clothing storage: closet and dresser"", ""Dining table"", ""Free washer \u2013 In building"", ""Private entrance"", ""Cleaning products"", ""Free parking on premises""]",$150.00,7,180,7,7,1125,1125,7.0,1125.0,,t,0,0,0,223,2024-05-06,1,0,0,2022-07-15,2022-07-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,2,2,0,0,0.05
667644674529935702,https://www.airbnb.com/rooms/667644674529935702,20240506232017,2024-05-06,city scrape,Pied-a-terre albany,"Enjoy a stylish experience at this centrally-located place. The second oldest continually residential home in Albany, built in 1831!",,https://a0.muscache.com/pictures/miso/Hosting-667644674529935702/original/1414fac5-a5f5-486e-b58c-c7aa5a205839.jpeg,439560254,https://www.airbnb.com/users/show/439560254,Sean,2022-01-08,,"",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/2810d398-ee9f-4a57-9a45-69ad6c2a26b6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2810d398-ee9f-4a57-9a45-69ad6c2a26b6.jpg?aki_policy=profile_x_medium,Center Square & Hudson/Park,1,1,"['email', 'phone']",t,t,,SIXTH WARD,,42.65541380925019,-73.76367520540953,Entire rental unit,Entire home/apt,4,1.0,1 bath,1,2,"[""Heating"", ""Clothing storage: closet"", ""Portable air conditioning"", ""Fast wifi \u2013 171 Mbps"", ""Hangers"", ""Bed linens"", ""Dishes and silverware"", ""Books and reading material"", ""Iron"", ""Lockbox"", ""Shampoo"", ""Body soap"", ""Portable fans"", ""Fire extinguisher"", ""Free street parking"", ""Microwave"", ""Hot water"", ""Hair dryer"", ""Dedicated workspace"", ""Kitchen"", ""Smoke alarm"", ""Coffee maker: drip coffee maker, french press"", ""Extra pillows and blankets"", ""Oven"", ""Long term stays allowed"", ""Self check-in"", ""Cooking basics"", ""Essentials"", ""Gas stove"", ""Wine glasses"", ""Refrigerator"", ""Baking sheet"", ""Laundromat nearby"", ""Sound system"", ""32 inch HDTV"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Private entrance"", ""Indoor fireplace"", ""Cleaning products"", ""Shower gel""]",$120.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,16,46,70,70,2024-05-06,74,42,4,2022-07-30,2024-05-05,4.92,4.93,4.82,4.95,5.0,4.9,4.88,,f,1,1,0,0,3.43
668608096674070882,https://www.airbnb.com/rooms/668608096674070882,20240506232017,2024-05-06,city scrape,The Rose Room at Historic Buel House,"This historic property is close to everything making it easy to plan your visit. The room is tastefully decorated with a spilt king purple hybrid 4 mattress, sitting area, and well lit desk. There’s a large closet and entertainment center as well. The bathroom is shared with one other room. A second shared bathroom is on the first floor of the home.",,https://a0.muscache.com/pictures/airflow/Hosting-668608096674070882/original/42ad7e37-a092-4e7b-8eec-b3d4d3061036.jpg,382970529,https://www.airbnb.com/users/show/382970529,Thomas,2021-01-04,"Albany, NY",I have the great honor of being able to invite guests from around the world into my truly one-of-a-kind home. Countless hours have been spent curating this experience to elicit joy and invigorate curiosity. I hope we meet one day to share our stories and learn from each-other.  My best  piece of advice from a symphony of frolicking around the globe is to never let an adventure pass you by and always have an escape plan!,within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/User-382970529/original/c1cfa44e-bc3b-4e79-b2ba-624114144bf5.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-382970529/original/c1cfa44e-bc3b-4e79-b2ba-624114144bf5.jpeg?aki_policy=profile_x_medium,Melrose,11,16,['phone'],t,t,,FOURTEENTH WARD,,42.66758,-73.7992,Private room in home,Private room,2,1.5,1.5 shared baths,1,0,"[""Luggage dropoff allowed"", ""Heating"", ""Freezer"", ""Hangers"", ""Bed linens"", ""Dishes and silverware"", ""Books and reading material"", ""Shared hot tub"", ""Pack \u2019n play/Travel crib - available upon request"", ""Iron"", ""Wifi"", ""Fire pit"", ""Shared pool"", ""Outdoor shower"", ""Shampoo"", ""Body soap"", ""Portable fans"", ""Fire extinguisher"", ""Dishwasher"", ""Free street parking"", ""Board games"", ""Coffee maker"", ""Microwave"", ""Coffee"", ""Hot water"", ""Hair dryer"", ""Indoor fireplace: gas"", ""Dedicated workspace"", ""Kitchen"", ""Smoke alarm"", ""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Outdoor furniture"", ""Oven"", ""Long term stays allowed"", ""Self check-in"", ""Noise decibel monitors on property"", ""Central air conditioning"", ""Cooking basics"", ""Essentials"", ""Barbecue utensils"", ""Pool table"", ""Wine glasses"", ""Refrigerator"", ""Baking sheet"", ""Stove"", ""32 inch HDTV with Amazon Prime Video"", ""Keypad"", ""Shared backyard \u2013 Fully fenced"", ""Hot water kettle"", ""Outdoor dining area"", ""Crib"", ""Blender"", ""BBQ grill"", ""Hammock"", ""Carbon monoxide alarm"", ""Free dryer \u2013 In building"", ""Room-darkening shades"", ""Dining table"", ""Free washer \u2013 In building"", ""Lock on bedroom door"", ""Beach essentials"", ""Cleaning products"", ""Shared patio or balcony"", ""Free parking on premises""]",$75.00,1,32,1,1,1125,1125,1.0,1125.0,,t,21,42,60,60,2024-05-06,100,49,2,2022-07-15,2024-04-30,5.0,4.98,5.0,4.95,4.99,4.97,4.98,,f,11,1,10,0,4.53
668608486588067880,https://www.airbnb.com/rooms/668608486588067880,20240506232017,2024-05-06,city scrape,The Silk and Sun Room at Historic Jesse Buel House,"This tastefully decorated room has more than enough space for you to get cozy by the fire. A queen size bed, couch, sitting chair, and oversize beanbag all welcome you to this very comfortable space. The bathroom is shared with one other guest room. There is a half bath on the first floor shared with the entire house as well as an outdoor shower.","The house is centrally located on a bus line, with supermarket, movie theater, bars and restaurants are within walking distance.",https://a0.muscache.com/pictures/airflow/Hosting-668608486588067880/original/0d9ff885-8c89-414e-88e8-0a4c55f43684.jpg,382970529,https://www.airbnb.com/users/show/382970529,Thomas,2021-01-04,"Albany, NY",I have the great honor of being able to invite guests from around the world into my truly one-of-a-kind home. Countless hours have been spent curating this experience to elicit joy and invigorate curiosity. I hope we meet one day to share our stories and learn from each-other.  My best  piece of advice from a symphony of frolicking around the globe is to never let an adventure pass you by and always have an escape plan!,within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/User-382970529/original/c1cfa44e-bc3b-4e79-b2ba-624114144bf5.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-382970529/original/c1cfa44e-bc3b-4e79-b2ba-624114144bf5.jpeg?aki_policy=profile_x_medium,Melrose,11,16,['phone'],t,t,Neighborhood highlights,FOURTEENTH WARD,,42.66764,-73.79908,Private room in home,Private room,2,1.5,1.5 shared baths,1,1,"[""Wolf stove"", ""Luggage dropoff allowed"", ""Shared pool - available seasonally"", ""Freezer"", ""Hangers"", ""Bed linens"", ""Dishes and silverware"", ""Books and reading material"", ""Shared hot tub"", ""Cleaning products"", ""Iron"", ""Wifi"", ""Fire pit"", ""Outdoor shower"", ""Coffee maker: drip coffee maker"", ""Shampoo"", ""Body soap"", ""Fire extinguisher"", ""Dishwasher"", ""Free street parking"", ""Radiant heating"", ""Board games"", ""Microwave"", ""Coffee"", ""Hot water"", ""Hair dryer"", ""Free washer \u2013 In unit"", ""Free dryer \u2013 In unit"", ""Indoor fireplace: gas"", ""Toaster"", ""Dedicated workspace"", ""Kitchen"", ""Smoke alarm"", ""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Outdoor furniture"", ""Oven"", ""Long term stays allowed"", ""Self check-in"", ""Noise decibel monitors on property"", ""Central air conditioning"", ""Cooking basics"", ""Essentials"", ""Barbecue utensils"", ""Pool table"", ""Wine glasses"", ""Refrigerator"", ""Baking sheet"", ""Private living room"", ""Keypad"", ""Shared backyard \u2013 Fully fenced"", ""Hot water kettle"", ""Outdoor dining area"", ""Crib"", ""Pack \u2019n play/Travel crib"", ""Blender"", ""BBQ grill"", ""Hammock"", ""Carbon monoxide alarm"", ""Clothing storage: closet and dresser"", ""Room-darkening shades"", ""Dining table"", ""Lock on bedroom door"", ""52 inch HDTV with Amazon Prime Video"", ""Shower gel"", ""Shared patio or balcony"", ""Free parking on premises""]",$75.00,1,28,1,1,1125,1125,1.0,1125.0,,t,21,42,60,60,2024-05-06,89,44,3,2022-07-15,2024-05-04,4.91,4.9,4.96,4.93,4.97,4.97,4.92,,f,11,1,10,0,4.03
677623197606854496,https://www.airbnb.com/rooms/677623197606854496,20240506232017,2024-05-06,previous scrape,**New Listing! Modern 2 bdrm Apt in Mansion Area!,"Spectacular Modern two bedroom apartment in Downtown Albany's Historic Mansion District across the Governors mansion. Perfect for traveling professionals and/or families. 3 minute walk to The NYS Museum, Empire State Plaza, many local restaurants, The Capital , the MVP Arena, The legislative Office building, The Cathedral & Lark Street. A 3 minute drive to Albany Medical Center, Albany Law School & The VA Hospital.Exceptionally quiet street. If traveling with family, lots of nearby Playgrounds.","3 minute walk to The NYS Museum, Empire State Plaza, many local restaurants, The Capital , the MVP Arena & The legislative Office building. A 3 minute drive to Albany Medical Center, Albany Law School & The VA Hospital. Very quiet street near the Governors Mansion. If traveling with family, nearby Playgrounds & basketball court.",https://a0.muscache.com/pictures/miso/Hosting-677623197606854496/original/e0e141ae-0c10-4c2e-b478-5066f10c9fe2.jpeg,203631769,https://www.airbnb.com/users/show/203631769,Johnny,2018-07-19,"Albany, NY","",N/A,N/A,8%,f,https://a0.muscache.com/im/pictures/user/581ce5d5-b459-411e-af26-f4d03d8d41fc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/581ce5d5-b459-411e-af26-f4d03d8d41fc.jpg?aki_policy=profile_x_medium,Mansion Area,1,1,"['email', 'phone']",t,t,Neighborhood highlights,SECOND WARD,,42.64531,-73.75963,Entire rental unit,Entire home/apt,4,,1 bath,2,,"[""Heating"", ""Freezer"", ""Hangers"", ""Pets allowed"", ""Bathtub"", ""Bed linens"", ""Books and reading material"", ""Air conditioning"", ""Dishes and silverware"", ""Iron"", ""Wifi"", ""Lockbox"", ""Coffee maker: drip coffee maker"", ""First aid kit"", ""Body soap"", ""Fire extinguisher"", ""Dishwasher"", ""Board games"", ""Microwave"", ""Hot water"", ""Hair dryer"", ""Dedicated workspace"", ""Kitchen"", ""Smoke alarm"", ""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Self check-in"", ""TV"", ""City skyline view"", ""Cooking basics"", ""Essentials"", ""Wine glasses"", ""Refrigerator"", ""Stove"", ""Ceiling fan"", ""Carbon monoxide alarm"", ""Stainless steel oven"", ""Cleaning products""]",,2,29,2,2,29,29,2.0,29.0,,t,0,0,0,0,2024-05-06,28,3,0,2022-08-19,2023-09-29,4.86,4.86,4.93,4.89,4.89,4.71,4.93,,f,1,1,0,0,1.34
677763754609430189,https://www.airbnb.com/rooms/677763754609430189,20240506232017,2024-05-06,city scrape,Peaceful 3 Bedroom in the Heart of Central Albany,The whole group will enjoy easy access to everything from this centrally located place.,"Quiet neighborhood in the heart of Albany near many local restaurant, shopping areas, universities and hospitals.",https://a0.muscache.com/pictures/f34f6613-42f2-4b72-aaae-d1e5d64deff3.jpg,471187792,https://www.airbnb.com/users/show/471187792,Romel,2022-07-23,,"",within a day,75%,94%,t,https://a0.muscache.com/im/pictures/user/4e7c9cf1-1f41-4926-98a0-2329d01c619e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4e7c9cf1-1f41-4926-98a0-2329d01c619e.jpg?aki_policy=profile_x_medium,Melrose,1,1,"['email', 'phone']",t,f,Neighborhood highlights,THIRTEENTH WARD,,42.6694413,-73.79749410000001,Entire townhouse,Entire home/apt,6,1.0,1 bath,3,3,"[""Ping pong table"", ""Heating"", ""Freezer"", ""Hangers"", ""Bathtub"", ""Air conditioning"", ""Dishes and silverware"", ""Private patio or balcony"", ""Fireplace guards"", ""Iron"", ""Wifi"", ""Safe"", ""Free street parking"", ""Portable fans"", ""Smoking allowed"", ""Board games"", ""Coffee maker"", ""Microwave"", ""Hot water"", ""Hair dryer"", ""Toaster"", ""Dedicated workspace"", ""Washer"", ""Smoke alarm"", ""Exterior security cameras on property"", ""Kitchen"", ""Outdoor furniture"", ""Oven"", ""TV"", ""Long term stays allowed"", ""Self check-in"", ""Essentials"", ""Pool table"", ""Wine glasses"", ""Refrigerator"", ""Stove"", ""Laundromat nearby"", ""Shared backyard \u2013 Fully fenced"", ""Keypad"", ""Dryer"", ""Blender"", ""Ethernet connection"", ""Carbon monoxide alarm"", ""Clothing storage: closet and dresser"", ""Room-darkening shades"", ""Dining table"", ""Private entrance"", ""Indoor fireplace"", ""Cleaning products"", ""Free parking on premises""]",$141.00,1,365,1,1,365,365,1.0,365.0,,t,0,0,28,28,2024-05-06,56,27,0,2022-08-07,2024-01-26,4.91,4.93,4.8,4.88,4.95,4.89,4.88,,f,1,1,0,0,2.63
681241051140825073,https://www.airbnb.com/rooms/681241051140825073,20240506232017,2024-05-06,city scrape,Tranquil Master Bedroom,"Enjoy a stylish experience at this peaceful and centrally-located place in Albany. We are located conveniently within walking distance of the two prominent colleges- UAlbany and The College of Saint Rose. We are close to Albany Medical Center and St.Peter's Hospital and only 8 minutes away by car from downtown Albany. The bus stops are 3 minutes walking distance. The place is 15 min away from the major shopping centers.  The room has a full bed, chair, and desk, which can accommodate 1-2 people.",Tranquil and peaceful neighborhood. The laundromat is 5 minutes away and the place is close to restaurants and bars. Close proximity to highways makes commuting throughout the Capital Region simple from my home.,https://a0.muscache.com/pictures/miso/Hosting-636902252641496970/original/d59f4d03-88ab-48e4-ac10-14ff1ba98adb.jpeg,376794541,https://www.airbnb.com/users/show/376794541,Neha,2020-11-23,"New York, NY","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/7f9604d9-7d80-414c-9450-72198d104336.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7f9604d9-7d80-414c-9450-72198d104336.jpg?aki_policy=profile_x_medium,Pine Hills,3,10,['phone'],t,t,Neighborhood highlights,ELEVENTH WARD,,42.66305,-73.77726,Private room in home,Private room,2,1.0,1 bath,3,3,"[""Luggage dropoff allowed"", ""Heating"", ""Freezer"", ""Hangers"", ""Bathtub"", ""Bed linens"", ""Books and reading material"", ""Air conditioning"", ""Dishes and silverware"", ""Trash compactor"", ""Iron"", ""Wifi"", ""Clothing storage"", ""Shampoo"", ""Body soap"", ""Portable fans"", ""First aid kit"", ""Free street parking"", ""Microwave"", ""Hot water"", ""Hair dryer"", ""Dedicated workspace"", ""Kitchen"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Oven"", ""TV"", ""Conditioner"", ""Long term stays allowed"", ""Mosquito net"", ""Cooking basics"", ""Self check-in"", ""Essentials"", ""Wine glasses"", ""Refrigerator"", ""Stove"", ""Laundromat nearby"", ""Keypad"", ""Blender"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Cleaning products"", ""Free parking on premises""]",$49.00,15,365,15,15,365,365,15.0,365.0,,t,0,22,52,142,2024-05-06,7,6,0,2023-04-01,2024-03-31,5.0,5.0,4.86,5.0,5.0,5.0,4.86,,t,3,0,3,0,0.52
